                                    lz                                    | mp_code |                mp_name                |     mn_name      |      dc_name       |  pr_name   
 59301 - ZALOF: North eastern Limpopo open access farming                 |  966170 | Itsani                                | Thulamela        | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  966161 | Jerome                                | Thulamela        | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  966196 | Jimmy Jones                           | Thulamela        | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  966203 | Ka-Bazela SP                          | Thulamela        | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  966194 | Ka-Dinga                              | Thulamela        | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  966219 | Ka-Hasane                             | Thulamela        | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  966212 | Ka-Jilongo                            | Thulamela        | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  966208 | Ka-Mabayeni                           | Thulamela        | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  966199 | Ka-Mahonisi                           | Thulamela        | Vhembe             | Limpopo
 59880 - ZAULT: Formal residential in traditional tenure                  |  966199 | Ka-Mahonisi                           | Thulamela        | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  966200 | Ka-Mapapila                           | Thulamela        | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  966009 | Ka-Matiani                            | Thulamela        | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  966197 | Ka-Matsakali                          | Thulamela        | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  966182 | Ka-Mchipise                           | Thulamela        | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  966222 | Ka-Mdabula                            | Thulamela        | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  966013 | Ka-Mhinga                             | Thulamela        | Vhembe             | Limpopo
 59880 - ZAULT: Formal residential in traditional tenure                  |  966013 | Ka-Mhinga                             | Thulamela        | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  966209 | Ka-Mphambo                            | Thulamela        | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  966216 | Ka-Mulamula                           | Thulamela        | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  966226 | Ka-Muswane                            | Thulamela        | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  966119 | Ka-Nghezimani                         | Thulamela        | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  966093 | Ka-Nyavani                            | Thulamela        | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  966024 | Ka-Sunduza                            | Thulamela        | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  966109 | Ka-Vhele                              | Thulamela        | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  966211 | Ka-Xigamani                           | Thulamela        | Vhembe             | Limpopo
